!o	49	50
p	49	50
!q	49	50
!r	49	50
s	49	50
t	49	50
!u	49	50
!n	50	51
o	50	51
p	50	51
!q	50	51
!r	50	51
s	50	51
t	50	51
!u	50	51
n	51	52
o	51	52
p	51	52
!q	51	52
!r	51	52
s	51	52
t	51	52
!u	51	52
!n	52	53
o	52	53
!p	52	53
q	52	53
!r	52	53
s	52	53
t	52	53
!u	52	53
n	53	54
o	53	54
!p	53	54
q	53	54
!r	53	54
s	53	54
t	53	54
!u	53	54
n	54	55
o	54	55
p	54	55
q	54	55
!r	54	55
s	54	55
t	54	55
!u	54	55
n	55	56
!o	55	56
!p	55	56
!q	55	56
r	55	56
s	55	56
t	55	56
!u	55	56
!n	56	57
o	56	57
!p	56	57
!q	56	57
r	56	57
s	56	57
t	56	57
!u	56	57
n	57	58
o	57	58
!p	57	58
!q	57	58
r	57	58
s	57	58
t	57	58
!u	57	58
n	58	59
!o	58	59
p	58	59
!q	58	59
r	58	59
s	58	59
t	58	59
!u	58	59
!n	59	60
!o	59	60
!p	59	60
q	59	60
r	59	60
s	59	60
t	59	60
!u	59	60
n	60	61
!o	60	61
!p	60	61
q	60	61
r	60	61
s	60	61
t	60	61
!u	60	61
!n	61	62
o	61	62
!p	61	62
q	61	62
r	61	62
s	61	62
t	61	62
!u	61	62
n	62	63
o	62	63
!p	62	63
q	62	63
r	62	63
s	62	63
t	62	63
!u	62	63
!n	63	64
!o	63	64
p	63	64
q	63	64
r	63	64
s	63	64
t	63	64
!u	63	64
n	64	65
!o	64	65
p	64	65
q	64	65
r	64	65
s	64	65
t	64	65
!u	64	65
!n	65	66
!o	65	66
!p	65	66
!q	65	66
!r	65	66
!s	65	66
!t	65	66
u	65	66
n	66	67
!o	66	67
!p	66	67
!q	66	67
!r	66	67
!s	66	67
!t	66	67
u	66	67
!n	67	68
!o	67	68
p	67	68
!q	67	68
!r	67	68
!s	67	68
!t	67	68
u	67	68
n	68	69
!o	68	69
p	68	69
!q	68	69
!r	68	69
!s	68	69
!t	68	69
u	68	69
!n	69	70
o	69	70
p	69	70
!q	69	70
!r	69	70
!s	69	70
!t	69	70
u	69	70
n	70	71
!o	70	71
!p	70	71
q	70	71
!r	70	71
!s	70	71
!t	70	71
u	70	71
n	71	72
!o	71	72
p	71	72
q	71	72
!r	71	72
!s	71	72
!t	71	72
u	71	72
!n	72	73
o	72	73
p	72	73
q	72	73
!r	72	73
!s	72	73
!t	72	73
u	72	73
n	73	74
!o	73	74
!p	73	74
!q	73	74
r	73	74
!s	73	74
!t	73	74
u	73	74
!n	74	75
o	74	75
!p	74	75
!q	74	75
r	74	75
!s	74	75
!t	74	75
u	74	75
n	75	76
!o	75	76
p	75	76
!q	75	76
r	75	76
!s	75	76
!t	75	76
u	75	76
n	76	77
o	76	77
p	76	77
!q	76	77
r	76	77
!s	76	77
!t	76	77
u	76	77
n	77	78
!o	77	78
!p	77	78
q	77	78
r	77	78
!s	77	78
!t	77	78
u	77	78
n	78	79
o	78	79
!p	78	79
q	78	79
r	78	79
!s	78	79
!t	78	79
u	78	79
n	79	80
o	79	80
p	79	80
q	79	80
r	79	80
!s	79	80
!t	79	80
u	79	80
n	80	81
!o	80	81
!p	80	81
!q	80	81
!r	80	81
s	80	81
!t	80	81
u	80	81
!n	81	82
!o	81	82
p	81	82
!q	81	82
!r	81	82
s	81	82
!t	81	82
u	81	82
n	82	83
o	82	83
p	82	83
!q	82	83
!r	82	83
s	82	83
!t	82	83
u	82	83
!n	83	84
!o	83	84
!p	83	84
q	83	84
!r	83	84
s	83	84
!t	83	84
u	83	84
n	84	85
!o	84	85
!p	84	85
q	84	85
!r	84	85
s	84	85
!t	84	85
u	84	85
n	85	86
o	85	86
p	85	86
q	85	86
!r	85	86
s	85	86
!t	85	86
u	85	86
!n	86	87
!o	86	87
!p	86	87
!q	86	87
r	86	87
s	86	87
!t	86	87
u	86	87
n	87	88
!o	87	88
!p	87	88
!q	87	88
r	87	88
s	87	88
!t	87	88
u	87	88
n	88	89
!o	88	89
p	88	89
!q	88	89
r	88	89
s	88	89
!t	88	89
u	88	89
!n	89	90
o	89	90
p	89	90
!q	89	90
r	89	90
s	89	90
!t	89	90
u	89	90
n	90	91
o	90	91
p	90	91
!q	90	91
r	90	91
s	90	91
!t	90	91
u	90	91
!n	91	92
!o	91	92
!p	91	92
q	91	92
r	91	92
s	91	92
!t	91	92
u	91	92
n	92	93
!o	92	93
!p	92	93
q	92	93
r	92	93
s	92	93
!t	92	93
u	92	93
n	93	94
!o	93	94
p	93	94
q	93	94
r	93	94
s	93	94
!t	93	94
u	93	94
!n	94	95
o	94	95
p	94	95
q	94	95
r	94	95
s	94	95
!t	94	95
u	94	95
n	95	96
o	95	96
p	95	96
q	95	96
r	95	96
s	95	96
!t	95	96
u	95	96
!n	96	97
o	96	97
!p	96	97
!q	96	97
!r	96	97
!s	96	97
t	96	97
u	96	97
!n	97	98
o	97	98
p	97	98
!q	97	98
!r	97	98
!s	97	98
t	97	98
u	97	98
n	98	99
o	98	99
p	98	99
!q	98	99
!r	98	99
!s	98	99
t	98	99
u	98	99
!n	99	100
!o	99	100
!p	99	100
q	99	100
!r	99	100
!s	99	100
t	99	100
u	99	100
n	100	101
!o	100	101
!p	100	101
q	100	101
!r	100	101
!s	100	101
t	100	101
u	100	101
n	101	102
o	101	102
!p	101	102
q	101	102
!r	101	102
!s	101	102
t	101	102
u	101	102
!n	102	103
!o	102	103
p	102	103
q	102	103
!r	102	103
!s	102	103
t	102	103
u	102	103
n	103	104
!o	103	104
p	103	104
q	103	104
!r	103	104
!s	103	104
t	103	104
u	103	104
!n	104	105
!o	104	105
!p	104	105
!q	104	105
r	104	105
!s	104	105
t	104	105
u	104	105
n	105	106
!o	105	106
!p	105	106
!q	105	106
r	105	106
!s	105	106
t	105	106
u	105	106
n	106	107
o	106	107
!p	106	107
!q	106	107
r	106	107
!s	106	107
t	106	107
u	106	107
!n	107	108
!o	107	108
p	107	108
!q	107	108
r	107	108
!s	107	108
t	107	108
u	107	108
n	108	109
o	108	109
p	108	109
!q	108	109
r	108	109
!s	108	109
t	108	109
u	108	109
n	109	110
!o	109	110
!p	109	110
q	109	110
r	109	110
!s	109	110
t	109	110
u	109	110
n	110	111
o	110	111
!p	110	111
q	110	111
r	110	111
!s	110	111
t	110	111
u	110	111
!n	111	112
!o	111	112
p	111	112
q	111	112
r	111	112
!s	111	112
t	111	112
u	111	112
n	112	113
!o	112	113
p	112	113
q	112	113
r	112	113
!s	112	113
t	112	113
u	112	113
!n	113	114
o	113	114
p	113	114
q	113	114
r	113	114
!s	113	114
t	113	114
u	113	114
n	114	115
o	114	115
p	114	115
q	114	115
r	114	115
!s	114	115
t	114	115
u	114	115
!n	115	116
!o	115	116
!p	115	116
!q	115	116
!r	115	116
s	115	116
t	115	116
u	115	116
n	116	117
o	116	117
!p	116	117
!q	116	117
!r	116	117
s	116	117
t	116	117
u	116	117
!n	117	118
!o	117	118
p	117	118
!q	117	118
!r	117	118
s	117	118
t	117	118
u	117	118
n	118	119
!o	118	119
p	118	119
!q	118	119
!r	118	119
s	118	119
t	118	119
u	118	119
n	119	120
o	119	120
p	119	120
!q	119	120
!r	119	120
s	119	120
t	119	120
u	119	120
!n	120	121
!o	120	121
!p	120	121
q	120	121
!r	120	121
s	120	121
t	120	121
u	120	121
n	121	122
!o	121	122
!p	121	122
q	121	122
!r	121	122
s	121	122
t	121	122
u	121	122
!n	122	123
o	122	123
!p	122	123
q	122	123
!r	122	123
s	122	123
t	122	123
u	122	123
!n	123	124
o	123	124
p	123	124
q	123	124
!r	123	124
s	123	124
t	123	124
u	123	124
n	124	125
o	124	125
p	124	125
q	124	125
!r	124	125
s	124	125
t	124	125
u	124	125
!n	125	126
o	125	126
!p	125	126
!q	125	126
r	125	126
s	125	126
t	125	126
u	125	126
n	126	127
o	126	127
!p	126	127
!q	126	127
r	126	127
s	126	127
t	126	127
u	126	127
!n	127	128
!o	127	128
p	127	128
!q	127	128
r	127	128
s	127	128
t	127	128
u	127	128
n	128	129
!o	128	129
p	128	129
!q	128	129
r	128	129
s	128	129
t	128	129
u	128	129
!n	129	130
o	129	130
p	129	130
!q	129	130
r	129	130
s	129	130
t	129	130
u	129	130
n	130	131
o	130	131
p	130	131
!q	130	131
r	130	131
s	130	131
t	130	131
u	130	131
n	131	132
!o	131	132
!p	131	132
q	131	132
r	131	132
s	131	132
t	131	132
u	131	132
!n	132	133
o	132	133
!p	132	133
q	132	133
r	132	133
s	132	133
t	132	133
u	132	133
n	133	134
o	133	134
!p	133	134
q	133	134
r	133	134
s	133	134
t	133	134
u	133	134
n	134	135
!o	134	135
p	134	135
q	134	135
r	134	135
s	134	135
t	134	135
u	134	135
!n	135	136
o	135	136
p	135	136
q	135	136
r	135	136
s	135	136
t	135	136
u	135	136
n	1	136
o	1	136
p	1	136
q	1	136
r	1	136
s	1	136
t	1	136
u	1	136
